geo_id,total,less_9th,nineth_to_12th,hs_grad,some_coll,assoc_deg,bach_deg,grad_or_prof,year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US04021,297571,5.2152259460767345,10.202271054639061,31.48660319722016,26.03781954558744,7.5491227303735915,12.679999059048091,6.828958467054921,2017,AZ,pinal,pinal_AZ,0.133,54010,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.669,NA,0.331,26943000,2.92,0.213,20590,0.72,0.28,85117,33.42,-111.54,297571,15519,30359,93695,77481,22464,37732,20321,430237,300755,129482,430237,404515,25722,139097,24362,27139,27215,35299,16205,5589,3288,406159,104847,100061,4786,216196,189243,26953,85116,84314,802,430237,351332,17748,19642,7007,1160,12515,20833
0500000US04023,30388,12.047518757404237,13.205870738449388,27.810319863103857,22.140318546794788,5.308016322232461,13.080821376859287,6.407134395155982,2017,AZ,santa cruz,santa cruz_AZ,0.096,4440,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",1,NA,0,1922000,2.54,0.241,3120,0.81,0.19,85611,31.57,-110.54,30388,3661,4013,8451,6728,1613,3975,1947,46212,7665,38547,46212,39548,6664,15591,4038,4043,3539,1923,1443,261,344,45872,13208,12910,298,24383,20587,3796,8281,8188,93,null,null,null,null,null,null,null,null
0500000US04025,175929,3.115461350885869,6.118945711053891,25.89851587856465,30.865860659697947,10.334850991024789,13.394039640991537,10.272325767781322,2017,AZ,yavapai,yavapai_AZ,0.149,32870,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.638,NA,0.362,17872000,3.19,0.213,8090,0.68,0.32,85324,34.13,-112.13,175929,5481,10765,45563,54302,18182,23564,18072,228168,194996,33172,228168,221697,6471,98369,16239,21794,19879,22474,12281,3079,2623,226407,39879,36783,3096,116777,98336,18441,69751,69751,0,228168,211172,1314,2698,2814,0,4182,5988
0500000US04027,131272,12.870223657748797,14.833323176305685,26.580687427631176,23.95484185507953,8.225668840270583,8.168535559753794,5.366719483210433,2017,AZ,yuma,yuma_AZ,0.161,32820,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.822,NA,0.178,15144000,2.7,0.307,16260,0.78,0.22,85333,32.94,-113.34,131272,16895,19472,34893,31446,10798,10723,7045,207534,74829,132705,207534,175338,32196,74620,15803,16101,14017,16951,8376,2210,1162,201113,55270,51290,3980,108529,90803,17726,37314,36724,590,207534,168078,4767,3939,2718,125,22100,5807
0500000US05003,13916,1.746191434320207,15.018683529749929,49.928140270192586,12.302385743029607,5.619430870939925,10.82926128197758,4.55590686979017,2017,AR,ashley,ashley_AR,0.194,4030,1.3,SNAP,1.85,Other Nutrition Program,0.595,0.196,0.209,2055000,2.99,0.263,1270,0.8,0.2,71635,33.12,-91.96,13916,243,2090,6948,1712,782,1507,634,20283,19145,1138,20283,19737,546,7511,1935,2118,1269,992,814,162,221,20151,5230,5179,51,10049,7924,2125,4872,4872,0,null,null,null,null,null,null,null,null
0500000US05005,31510,3.617899079657252,7.473817835607743,39.53030783878134,20.97746747064424,8.03237067597588,12.910187242145351,7.4579498571881935,2017,AR,baxter,baxter_AR,0.139,5720,1.3,SNAP,1.85,Other Nutrition Program,0.459,0.231,0.31,3022000,3.1,0.223,1610,0.78,0.22,72531,36.31,-92.09,31510,1140,2355,12456,6610,2531,4068,2350,41355,40380,975,41355,41135,220,17979,3399,4726,4377,2493,1631,973,380,41024,7438,7351,87,20796,18815,1981,12790,12790,0,41355,39747,91,19,91,0,740,667
0500000US05007,174196,4.880709086316562,5.922064800569474,29.21536659854417,20.111253989758662,5.915176008633952,23.20259937082367,10.75283014535351,2017,AR,benton,benton_AR,0.111,27900,1.3,SNAP,1.85,Other Nutrition Program,0.443,0.18,0.377,14113000,2.96,0.189,12830,0.62,0.38,72711,36.39,-94.07,174196,8502,10316,50892,35033,10304,40418,18731,266300,221862,44438,266300,242859,23441,97134,10363,16178,18111,24952,12715,8595,6220,264760,72785,69056,3729,157992,137318,20674,33983,33963,20,266300,233638,5199,4850,10703,1486,4080,6344
0500000US05009,25649,5.5401770049514605,9.610511131038248,29.474833326835352,28.34808374595501,6.698116885648562,13.704237981987601,6.624039923583766,2017,AR,boone,boone_AR,0.146,5420,1.3,SNAP,1.85,Other Nutrition Program,0.553,0.221,0.226,2391000,2.59,0.234,1980,0.84,0.16,72601,36.24,-93.11,25649,1421,2465,7560,7271,1718,3515,1699,37381,36458,923,37381,37268,113,15040,3350,3586,3554,2913,1295,172,170,36913,9588,9228,360,20156,18237,1919,7169,7169,0,37381,35861,0,599,538,0,12,371
0500000US05015,19560,3.8036809815950923,6.958077709611452,42.05521472392638,19.626789366053167,8.139059304703476,10.93558282208589,8.48159509202454,2017,AR,carroll,carroll_AR,0.123,3430,1.3,SNAP,1.85,Other Nutrition Program,0.593,0.151,0.256,1796000,3.07,0.216,1340,0.71,0.29,72611,36.29,-93.29,19560,744,1361,8226,3839,1592,2139,1659,27944,23665,4279,27944,25487,2457,10434,2563,2681,1575,2558,554,270,233,27729,6829,6320,509,14924,12776,2148,5976,5976,0,null,null,null,null,null,null,null,null
0500000US05019,13280,2.552710843373494,6.859939759036145,33.57680722891566,24.337349397590362,3.102409638554217,18.65963855421687,10.911144578313253,2017,AR,clark,clark_AR,0.195,4390,1.3,SNAP,1.85,Other Nutrition Program,0.517,0.134,0.35,2297000,3.07,0.241,1040,0.71,0.29,71721,33.85,-93.19,13280,339,911,4459,3232,412,2478,1449,22293,21355,938,22293,21692,601,8534,1703,2616,1650,1646,645,85,189,21861,5894,5625,269,12586,11270,1316,3381,3381,0,22293,16158,4059,106,1284,0,375,311
0500000US05023,18540,4.207119741100324,7.6375404530744335,47.1898597626753,17.718446601941746,7.837108953613808,7.5512405609492985,7.858683926645092,2017,AR,cleburne,cleburne_AR,0.149,3780,1.3,SNAP,1.85,Other Nutrition Program,0.497,0.146,0.357,2033000,3.15,0.243,1190,0.62,0.38,72044,35.64,-92.19,18540,780,1416,8749,3285,1453,1400,1457,25048,23873,1175,25048,24597,451,10516,2035,2713,1972,2540,725,244,287,24750,5514,4988,526,12898,11521,1377,6338,6338,0,null,null,null,null,null,null,null,null
0500000US05027,15013,3.723439685605808,9.558382734963033,36.31519349896756,19.822820222473855,3.6368480650103243,15.68640511556651,11.256910677412908,2017,AR,columbia,columbia_AR,0.221,5310,1.3,SNAP,1.85,Other Nutrition Program,0.581,0.104,0.315,2668000,2.94,0.263,1340,0.64,0.37,71740,33.09,-93.19,15013,559,1435,5452,2976,546,2355,1690,23627,23193,434,23627,23529,98,8400,2612,2187,1220,1322,850,112,97,23208,5289,5186,103,14365,13283,1082,3554,3554,0,null,null,null,null,null,null,null,null
0500000US05029,15121,4.926922822564645,8.630381588519278,37.07426757489584,23.278883671714834,7.195291316711858,13.299384961312082,5.594868064281463,2017,AR,conway,conway_AR,0.171,3590,1.3,SNAP,1.85,Other Nutrition Program,0.541,0.19,0.269,1713000,2.8,0.251,1210,0.79,0.21,72027,35.4,-92.56,15121,745,1305,5606,3520,1088,2011,846,21178,20197,981,21178,21178,0,8209,1979,2151,1541,1503,395,438,202,21111,5549,5397,152,11335,10659,676,4227,4227,0,null,null,null,null,null,null,null,null
0500000US05031,69331,4.0876375647257355,6.7112835528118735,34.48241046573683,17.710692186756287,9.49791579524311,16.87124085906737,10.638819575658797,2017,AR,craighead,craighead_AR,0.172,17980,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.129,0.332,8411000,2.74,0.226,5850,0.66,0.34,72401,35.82,-90.68,69331,2834,4653,23907,12279,6585,11697,7376,107115,101570,5545,107115,103038,4077,42115,6977,10335,7864,7883,6075,1511,1470,105951,27323,26047,1276,63979,59287,4692,14649,14649,0,107115,84250,13657,148,1533,37,2495,4995
0500000US05033,42357,3.657010647590717,10.704251953632221,33.597752437613615,23.268881176665012,11.733597752437614,13.09346743159336,3.945038600467455,2017,AR,crawford,crawford_AR,0.138,8600,1.3,SNAP,1.85,Other Nutrition Program,0.561,0.184,0.255,4350000,2.96,0.228,3540,0.79,0.21,72921,35.48,-94.22,42357,1549,4534,14231,9856,4970,5546,1671,62996,58035,4961,62996,61484,1512,24778,4620,7305,3493,6097,2227,852,184,62001,16213,15954,259,35824,31864,3960,9964,9964,0,62996,55574,741,1428,1246,0,2206,1801
0500000US05035,31545,6.352829291488351,12.169915993025835,34.5823426850531,22.342685053098748,6.5779045807576475,12.043113013155809,5.93120938342051,2017,AR,crittenden,crittenden_AR,0.238,11750,1.3,SNAP,1.85,Other Nutrition Program,0.621,0.175,0.203,5916000,2.95,0.261,3560,0.67,0.33,72301,35.14,-90.18,31545,2004,3839,10909,7048,2075,3799,1871,48750,47498,1252,48750,48014,736,18607,4932,4480,2962,2928,2411,519,375,48230,13823,13592,231,28068,24045,4023,6339,6318,21,48750,21112,21740,383,343,0,91,5081
0500000US05045,75973,1.7019204190962578,5.990286022665947,31.22688323483343,20.983770550063838,7.293380543087675,19.95314124754847,12.850617982704382,2017,AR,faulkner,faulkner_AR,0.162,19680,1.3,SNAP,1.85,Other Nutrition Program,0.514,0.126,0.361,10149000,3.02,0.204,5820,0.65,0.35,72032,35.08,-92.45,75973,1293,4551,23724,15942,5541,15159,9763,123654,118638,5016,123654,119561,4093,44870,7400,11440,6727,10460,5376,1953,1514,122960,31261,29897,1364,76643,66919,9724,15056,14905,151,123654,100013,15116,210,1830,0,3458,3027
0500000US05051,71435,3.7306642402183803,7.871491565759081,30.675439210471055,30.81822635962763,7.401133897949184,12.724854763071324,6.778189962903339,2017,AR,garland,garland_AR,0.166,16280,1.3,SNAP,1.85,Other Nutrition Program,0.568,0.105,0.327,8277000,2.98,0.248,4970,0.68,0.32,71901,34.5,-93.05,71435,2665,5623,21913,22015,5287,9090,4842,98658,93034,5624,98658,97053,1605,38594,7921,8568,7435,8352,3576,1709,1033,97388,21097,18575,2522,53336,46016,7320,22955,22790,165,98658,83717,8358,537,271,0,2774,3001
0500000US05055,29754,3.686899240438261,8.714794649458895,41.7624521072797,23.660684277744167,6.994017611077502,10.119647778449957,5.061504335551523,2017,AR,greene,greene_AR,0.151,6670,1.3,SNAP,1.85,Other Nutrition Program,0.499,0.17,0.331,3025000,2.66,0.232,2490,0.71,0.29,72412,36.16,-90.61,29754,1097,2593,12426,7040,2081,3011,1506,45053,43784,1269,45053,44591,462,17154,2902,4399,3222,4675,1470,391,95,44535,11991,11954,37,25656,23617,2039,6888,6888,0,null,null,null,null,null,null,null,null
0500000US05057,16377,5.617634487390853,9.330158148623068,41.344568602308115,18.825181657202172,8.090614886731391,11.302436343652683,5.489405874091714,2017,AR,hempstead,hempstead_AR,0.191,4230,1.3,SNAP,1.85,Other Nutrition Program,0.668,0.152,0.18,1938000,2.68,0.252,1450,0.81,0.19,71801,33.66,-93.59,16377,920,1528,6771,3083,1325,1851,899,26140,22878,3262,26140,25274,866,9872,2176,1963,1509,3153,900,110,61,25886,6459,5756,703,15249,13821,1428,4178,4178,0,26140,14627,7479,40,76,244,2922,752
0500000US05059,23734,2.932501896014157,9.459003960562907,40.696890536782675,24.86306564422348,5.772309766579591,12.12185050981714,4.154377686020055,2017,AR,hot spring,hot spring_AR,0.156,5210,1.3,SNAP,1.85,Other Nutrition Program,0.492,0.202,0.306,2697000,3.03,0.219,1540,0.81,0.19,71929,34.33,-93.19,23734,696,2245,9659,5901,1370,2877,986,33574,32856,718,33574,33266,308,13249,3106,3429,3017,2512,718,416,51,31286,7886,7725,161,17381,15245,2136,6019,6019,0,null,null,null,null,null,null,null,null
0500000US05063,24954,5.165504528332131,10.819908631882665,39.2402019716278,21.371323234751944,8.447543480003205,8.171034703855092,6.784483449547167,2017,AR,independence,independence_AR,0.155,5740,1.3,SNAP,1.85,Other Nutrition Program,0.576,0.151,0.273,2779000,2.84,0.244,2160,0.71,0.29,72165,35.55,-91.46,24954,1289,2700,9792,5333,2108,2039,1693,37504,35068,2436,37504,36880,624,14087,3343,3698,2467,2973,672,700,234,37006,9527,9295,232,21229,18607,2622,6250,6206,44,37504,33442,493,238,579,0,2073,679
0500000US05069,46424,2.920902981216612,9.615716008960883,40.59107358262967,23.774340858176803,4.734620024125452,12.390143029467517,5.973203515423057,2017,AR,jefferson,jefferson_AR,0.247,17620,1.3,SNAP,1.85,Other Nutrition Program,0.579,0.127,0.293,8697000,2.89,0.271,4410,0.68,0.32,71601,34.21,-92.01,46424,1356,4464,18844,11037,2198,5752,2773,69115,67658,1457,69115,68314,801,26537,6300,7498,4444,4990,2618,331,356,63905,16713,15982,731,35849,32702,3147,11343,11317,26,69115,27334,39567,159,856,0,704,495
0500000US05071,17613,6.075058195650939,8.056549139839891,42.60489411230341,18.599897802759322,3.9175608925225687,11.991142905808209,8.754896951115654,2017,AR,johnson,johnson_AR,0.154,4020,1.3,SNAP,1.85,Other Nutrition Program,0.634,0.162,0.204,1965000,2.87,0.247,1580,0.78,0.23,72830,35.45,-93.47,17613,1070,1419,7504,3276,690,2112,1542,26552,23281,3271,26552,25543,1009,9495,2336,2225,1693,1707,977,441,116,26294,6265,6191,74,15554,14299,1255,4475,4475,0,26552,24195,631,84,538,142,479,483
0500000US05083,15107,2.8529820612960877,9.929171907062951,47.60045012245978,24.975177070232345,5.705964122592175,5.328655590123783,3.607599126232872,2017,AR,logan,logan_AR,0.16,3490,1.3,SNAP,1.85,Other Nutrition Program,0.603,0.152,0.246,1729000,2.9,0.251,1230,0.79,0.21,72826,35.13,-93.71,15107,431,1500,7191,3773,862,805,545,21722,21026,696,21722,21598,124,8201,2154,2477,1542,1541,385,72,30,21488,5953,5871,82,11446,9654,1792,4089,4089,0,21722,19880,265,92,42,0,349,1094
0500000US05085,48062,3.522533394365611,6.121260039116142,35.346011401939165,19.54558695018934,12.057342599142775,17.57937663850859,5.82788897673838,2017,AR,lonoke,lonoke_AR,0.139,9940,1.3,SNAP,1.85,Other Nutrition Program,0.435,0.165,0.399,5320000,3.14,0.209,3930,0.61,0.39,72023,34.96,-92.02,48062,1693,2942,16988,9394,5795,8449,2801,72898,69460,3438,72898,72406,492,27121,4194,6696,5086,5983,2809,1603,750,71249,19673,18862,811,42317,37807,4510,9259,9259,0,72898,64934,5004,591,167,0,247,1955
0500000US05091,29182,5.445137413474059,11.137002261668151,34.02782537180454,25.536289493523405,3.7077650606538275,14.2485093550819,5.89747104379412,2017,AR,miller,miller_AR,0.197,8610,1.3,SNAP,1.85,Other Nutrition Program,0.566,0.134,0.301,4455000,3.03,0.252,2640,0.72,0.28,71834,33.11,-93.95,29182,1589,3250,9930,7452,1082,4158,1721,43984,42499,1485,43984,43680,304,16918,3899,3419,3150,3718,2076,432,224,42754,10883,10711,172,25173,22422,2751,6698,6698,0,43984,30955,10875,761,111,0,394,888
0500000US05093,26990,5.109299740644683,12.26750648388292,43.31604297888107,18.973693960726195,8.299370137087811,8.710633567988143,3.3234531307891815,2017,AR,mississippi,mississippi_AR,0.233,10160,1.3,SNAP,1.85,Other Nutrition Program,0.632,0.184,0.184,4840000,2.79,0.282,3270,0.76,0.24,72310,35.91,-89.74,26990,1379,3311,11691,5121,2240,2351,897,42159,40343,1816,42159,41990,169,17552,5193,3243,4448,2837,1127,403,301,41413,11517,10705,812,24158,22258,1900,5738,5738,0,42159,25547,14806,51,504,0,606,645
0500000US05103,16421,6.3211741063272635,9.493940685707326,36.18537238901407,26.764508860605325,5.633030875098958,9.46349187016625,6.138481213080811,2017,AR,ouachita,ouachita_AR,0.229,5570,1.3,SNAP,1.85,Other Nutrition Program,0.666,0.136,0.197,2680000,2.82,0.278,1540,0.77,0.23,71701,33.56,-92.84,16421,1038,1559,5942,4395,925,1554,1008,23868,23679,189,23868,23741,127,9660,2503,2613,1644,1976,765,66,93,23523,6022,5986,36,12898,12001,897,4603,4603,0,null,null,null,null,null,null,null,null
0500000US05111,16155,8.492726709996905,10.176415970287836,42.98978644382544,25.47818012999071,3.856391210151656,6.641906530485918,2.364593005261529,2017,AR,poinsett,poinsett_AR,0.176,4240,1.3,SNAP,1.85,Other Nutrition Program,0.609,0.17,0.221,1894000,2.62,0.268,1540,0.83,0.17,72354,35.6,-90.33,16155,1372,1644,6945,4116,623,1073,382,24154,23428,726,24154,23970,184,8972,2164,1569,2453,2189,465,73,59,23831,6004,5213,791,13673,10831,2842,4154,4154,0,null,null,null,null,null,null,null,null
0500000US05113,14982,6.080630089440662,6.2942197303430785,40.94246429048191,23.101054598851956,8.350020024028835,8.183153117073822,7.048458149779736,2017,AR,polk,polk_AR,0.17,3440,1.3,SNAP,1.85,Other Nutrition Program,0.658,0.176,0.166,1721000,2.93,0.27,1280,0.92,0.08,71932,34.54,-94.1,14982,911,943,6134,3461,1251,1226,1056,20748,18590,2158,20748,19963,785,8107,2346,2022,1550,1443,414,157,175,20637,5161,4888,273,10598,8067,2531,4878,4878,0,20748,17884,318,424,60,0,1279,783
0500000US05115,40519,4.393000814432735,9.970631061970927,34.03835237789679,18.54438658407167,5.8219600681161925,18.3494163232064,8.88225277030529,2017,AR,pope,pope_AR,0.16,10130,1.3,SNAP,1.85,Other Nutrition Program,0.557,0.151,0.292,4945000,2.86,0.236,3390,0.77,0.23,72679,35.69,-92.86,40519,1780,4040,13792,7514,2359,7435,3599,63835,58014,5821,63835,61960,1875,22723,4732,5656,3682,4889,2177,593,994,63252,17328,16786,542,36522,31567,4955,9402,9402,0,63835,58703,1484,0,446,0,668,2534
0500000US05119,267664,2.6596778050092653,6.197322015661427,27.205750493155602,22.7057056608285,6.500313826289676,20.37928148723773,14.351948711817803,2017,AR,pulaski,pulaski_AR,0.193,75980,1.3,SNAP,1.85,Other Nutrition Program,0.513,0.151,0.336,40657000,3.14,0.222,20560,0.65,0.35,72053,34.65,-92.24,267664,7119,16588,72820,60775,17399,54548,38415,393956,369631,24325,393956,381057,12899,156546,27628,33001,26012,34474,18361,8905,8165,387305,97013,94327,2686,233113,210866,22247,57179,57161,18,393956,219468,144945,781,8976,208,8449,11129
0500000US05125,82486,2.1555172999054384,5.991319739107243,30.179666852556796,25.23337293601338,10.758189268481924,16.55796135101714,9.12397255291807,2017,AR,saline,saline_AR,0.119,13850,1.3,SNAP,1.85,Other Nutrition Program,0.342,0.201,0.458,7625000,3.23,0.184,5090,0.55,0.45,71909,34.66,-93,82486,1778,4942,24894,20814,8874,13658,7526,119323,113592,5731,119323,117590,1733,44420,4928,8089,9250,11172,7292,2050,1639,118076,29439,27797,1642,68815,62175,6640,19822,19631,191,119323,104856,8837,148,1505,194,1361,2422
0500000US05131,85038,5.838566288012418,10.549401444060303,30.339377689973894,23.50243420588443,8.111667725017051,14.29125802582375,7.367294621228157,2017,AR,sebastian,sebastian_AR,0.165,20970,1.3,SNAP,1.85,Other Nutrition Program,0.611,0.132,0.257,10071000,2.81,0.249,7720,0.72,0.28,72901,35.36,-94.38,85038,4965,8971,25800,19986,6898,12153,6265,128107,109665,18442,128107,122630,5477,50734,11156,13317,8409,10566,4955,1418,913,126935,33000,30385,2615,75352,64219,11133,18583,18451,132,128107,93998,7784,1115,5082,0,12232,7896
0500000US05139,26225,3.374642516682555,9.532888465204957,39.79408960915157,19.51954242135367,7.736892278360344,12.03813155386082,8.003813155386082,2017,AR,union,union_AR,0.198,7940,1.3,SNAP,1.85,Other Nutrition Program,0.551,0.162,0.288,4068000,3,0.25,2400,0.7,0.3,71724,33.32,-92.53,26225,885,2500,10436,5119,2029,3157,2099,39449,37827,1622,39449,39038,411,15354,3382,3344,2426,3989,1451,422,340,39094,10405,10383,22,21954,19253,2701,6735,6735,0,null,null,null,null,null,null,null,null
0500000US05143,140005,6.593335952287418,9.824649119674298,24.266990464626264,21.925645512660264,4.606264061997786,20.319274311631727,12.463840577122246,2017,AR,washington,washington_AR,0.144,32140,1.3,SNAP,1.85,Other Nutrition Program,0.549,0.155,0.295,16206000,2.95,0.204,11380,0.7,0.3,72701,36.07,-94.15,140005,9231,13755,33975,30697,6449,28448,17450,231996,192920,39076,231996,214902,17094,85290,13854,21057,14847,18118,8949,4661,3804,229871,62114,56473,5641,142359,122067,20292,25398,25034,364,231996,175198,8058,1689,6459,4358,27208,9026
0500000US05145,51342,5.231584277979043,10.866347240076351,38.71294456780024,15.184449378676327,6.651474426395544,15.036422422188462,8.316777686884032,2017,AR,white,white_AR,0.159,12510,1.3,SNAP,1.85,Other Nutrition Program,0.497,0.191,0.313,5995000,2.81,0.226,4210,0.73,0.27,72010,35.3,-91.57,51342,2686,5579,19876,7796,3415,7720,4270,79016,75577,3439,79016,77683,1333,29067,5742,7449,4365,6454,3825,763,469,78478,19048,18512,536,47215,42865,4350,12215,12171,44,79016,71368,3402,455,500,0,1256,2035
0500000US05149,14175,7.760141093474426,10.878306878306878,43.01940035273369,18.497354497354497,4.35273368606702,11.195767195767196,4.296296296296296,2017,AR,yell,yell_AR,0.132,2840,1.3,SNAP,1.85,Other Nutrition Program,0.619,0.23,0.151,1373000,2.83,0.23,1230,0.8,0.2,72824,35.09,-93.44,14175,1100,1542,6098,2622,617,1587,609,21523,16591,4932,21523,19654,1869,7409,1530,1818,1515,1313,942,189,102,21230,6222,6090,132,11752,10561,1191,3256,3256,0,21523,15937,329,0,748,0,4439,70
0500000US06001,1178053,5.836664394556102,6.166870251168666,18.026268767194683,17.46160826380477,6.082239084319636,26.881557960465273,19.544791278490866,2017,CA,alameda,alameda_CA,0.122,198950,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.613,NA,0.387,128941000,3.8,0.152,52450,0.55,0.45,94501,37.77,-122.27,1178053,68759,72649,212359,205707,71652,316679,230248,1663190,1289518,373672,1663190,1393789,269401,573589,59439,64621,61203,109960,107858,69079,101429,1654543,364749,355845,8904,1070018,1000947,69071,219776,217360,2416,1663190,661879,174829,10993,502289,13090,189729,110381
0500000US06005,29902,2.4178984683298776,5.9695003678683705,28.707109892314897,30.51635342117584,16.276503243930172,10.380576550063541,5.732058056317303,2017,CA,amador,amador_CA,0.116,4320,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.558,NA,0.442,2950000,4,0.194,1110,0.68,0.32,95601,38.43,-120.84,29902,723,1785,8584,9125,4867,3104,1714,38626,33166,5460,38626,38166,460,13863,2048,2734,1863,3433,2495,499,791,35092,5546,5407,139,19138,18415,723,10408,10408,0,38626,34484,1072,214,217,0,390,2249
