geo_id,county_state.x,total,white,black,am_ind_al_nat,asian,nat_ha_pac_isl,other,two_or_more,hispanic,year,state,county,county_state.y,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US06035,"Lassen County, California",31163,0.26232257894750927,0.029347177625138426,0.007516996374158264,0.007424321076394669,1.2356706368479338e-4,0.007939183841747974,0.006219542205467933,19.000096268010143,2017,CA,lassen,lassen_CA,0.139,4380,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.471,NA,0.529,2717000,3.63,0.207,1040,0.66,0.34,96009,41.06,-121.11,23169,368,3064,7783,7144,2130,1708,972,31163,25242,5921,31163,30466,697,9616,1345,1246,1945,2468,1782,517,313,21554,4543,4492,51,12736,12252,484,4275,4272,3,31163,25475,2850,730,721,12,771,604
0500000US06037,"Los Angeles County, California",10163507,4.886758696742339e-4,7.968498598559613e-5,7.148231766885344e-6,1.4527419214728696e-4,2.705793386752873e-6,2.2364461754616693e-4,3.677865392300742e-5,48.60138336107802,2017,CA,los angeles,los angeles_CA,0.112,1135710,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.927,NA,0.073,656932000,3.39,0.182,413910,0.69,0.31,90001,33.97,-118.24,6955119,848662,591062,1446215,1341491,483398,1469422,774869,10163507,5223902,4939605,10163507,8506070,1657437,3311231,497512,555577,485895,718754,506034,245180,302279,10096702,2357419,2273665,83754,6421325,5619876,801449,1317958,1297622,20336,10163507,5047869,823121,73839,1500637,27950,2310179,379912
0500000US06039,"Madera County, California",156890,0.04302834510109198,0.0022929600021769306,0.001291516627732187,0.0015153686761374824,1.0156626515666773e-5,0.014317593266605137,0.0012829850614590268,57.951430938874374,2017,CA,madera,madera_CA,0.114,17570,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.987,NA,0.013,11203000,3.74,0.226,9660,0.77,0.23,93601,37.39,-119.73,99417,16623,12277,22863,24196,8296,10521,4641,156890,65970,90920,156890,136421,20469,46282,7221,9407,9259,11091,6321,1554,1429,149228,45124,43717,1407,83289,71756,11533,20815,20471,344,156890,105912,5644,3179,3730,25,35242,3158
0500000US06041,"Marin County, California",260955,0.02932060130577142,6.82256937418559e-4,1.469950913379203e-4,0.00229700021848926,1.3656886607818766e-5,0.003785454010498411,0.002074818826686789,16.123852771550652,2017,CA,marin,marin_CA,0.095,24840,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.525,NA,0.475,18576000,4.38,0.136,7200,0.47,0.54,94901,37.97,-122.5,191635,6284,4916,20054,34324,13779,62931,49347,260955,218879,42076,260955,235334,25621,104219,7855,12141,9155,17255,18651,11346,27816,256005,55709,54681,1028,144367,136164,8203,55929,55929,0,260955,199666,4646,1001,15642,93,25778,14129
0500000US06043,"Mariposa County, California",21073,0.4328358699329585,9.908318129675964e-4,0.016979254249490174,0.0018690691017343296,0.0028373820098617536,0.009593053461913548,0.00943542112803234,14.544678024011768,2017,CA,mariposa,mariposa_CA,0.142,2510,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.683,NA,0.317,1343000,3.14,0.202,580,0.65,0.35,93623,37.47,-119.66,16161,697,1244,4269,4498,1307,2419,1727,21073,18008,3065,21073,20815,258,7956,1424,1850,1371,1582,1117,433,179,20912,3508,3508,0,12386,11372,1014,5018,5018,0,21073,19221,44,754,83,126,426,419
0500000US06045,"Mendocino County, California",88018,0.09418150858290297,0.0010003655110979361,0.00461329849892132,0.002318266397331475,3.7303952607394003e-4,0.005084438384793251,0.006042207687031533,25.375491376763843,2017,CA,mendocino,mendocino_CA,0.136,11870,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.841,NA,0.159,8191000,4.04,0.198,3780,0.81,0.19,95410,39.21,-123.69,62833,3104,3751,16829,18200,4516,10205,6228,88018,65683,22335,88018,79779,8239,32599,5795,5901,6086,6732,4762,1494,1829,87268,19585,18358,1227,48823,41227,7596,18860,18692,168,88018,72964,775,3574,1796,289,3939,4681
0500000US06047,"Merced County, California",272673,0.02034349034798038,0.0010472011890474712,3.877576455206601e-4,0.0029237168568602527,5.7968624772599546e-5,0.010406511379420752,0.001507318742056898,59.59152538021733,2017,CA,merced,merced_CA,0.131,34970,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,NA,0,18798000,3.15,0.244,19470,0.82,0.18,93620,37.07,-120.63,162053,30984,19300,40791,37058,12238,14099,7583,272673,110183,162490,272673,229984,42689,80969,16047,17669,14372,17966,8091,3298,3526,270238,85925,83872,2053,154697,137166,17531,29616,28859,757,272673,151255,7786,2883,21738,431,77373,11207
0500000US06053,"Monterey County, California",437907,0.010928516032940495,5.840035265541524e-4,8.484451626963174e-5,0.0012544681520481017,8.750405550119366e-5,0.00890356372116049,9.929989421059175e-4,58.79467558180161,2017,CA,monterey,monterey_CA,0.095,41110,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,NA,0,23416000,3.34,0.191,21850,0.74,0.26,93426,35.85,-120.8,278518,60077,21098,58206,49845,20253,41529,27510,437907,180441,257466,437907,339115,98792,125518,11986,20283,20661,32689,20817,10327,8755,421669,120725,118094,2631,244068,205542,38526,56876,56292,584,437907,209568,11199,1627,24056,1678,170737,19042
0500000US06055,"Napa County, California",140973,0.052623642575923626,0.0016917096445841526,4.775230376889829e-4,0.005726250968283061,1.83662706803455e-4,0.007287635568861475,0.002945144720330471,34.27961382676115,2017,CA,napa,napa_CA,0.08,11320,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.744,NA,0.256,8100000,4.19,0.138,4190,0.61,0.39,94503,38.18,-122.25,98614,9065,4888,17597,22160,9231,23071,12602,140973,92648,48325,140973,126378,14595,47848,3753,6323,6294,10793,9035,5702,5948,139286,31588,30160,1428,82720,74161,8559,24978,24912,66,140973,104581,3362,949,11380,365,14483,5853
0500000US06057,"Nevada County, California",99814,0.09354566624785507,4.908241678491075e-4,5.299696536284843e-4,5.058801239180987e-4,1.505595606899103e-4,7.949544804427266e-4,0.004168492370301317,9.455587392550143,2017,CA,nevada,nevada_CA,0.122,12030,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.639,NA,0.361,9481000,4.62,0.176,3050,0.66,0.34,95712,39.16,-120.95,76951,1108,2955,13207,22673,8604,17401,11003,99814,90376,9438,99814,97947,1867,41638,5278,7442,6518,8263,6546,3031,4560,98837,18720,17653,1067,54078,48406,5672,26039,25871,168,99814,93198,489,528,504,150,792,4153
0500000US06059,"Orange County, California",3190400,0.0018663148815176722,5.506328256333696e-5,1.6250678125147763e-5,6.455353711586111e-4,8.328214646446863e-6,4.097615219027192e-4,1.3314925971495228e-4,34.224141173520565,2017,CA,orange,orange_CA,0.092,290660,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.77,NA,0.23,170726000,3.44,0.157,112480,0.61,0.39,90620,33.84,-118,2187338,175283,152881,378673,431110,168307,569982,311102,3190400,2098513,1091887,3190400,2758925,431475,1037312,104106,130337,123261,231810,196860,106854,144084,3175155,747497,722575,24922,1976570,1769944,206626,451088,446585,4503,3190400,1899657,56047,16541,657068,8477,417082,135528
0500000US06061,"Placer County, California",386166,0.021144458325860635,4.241431549754008e-4,1.4638806439704348e-4,0.0019934392992812236,1.1366365971277539e-4,9.022681660385797e-4,0.0011712386315889882,14.04551410533294,2017,CA,placer,placer_CA,0.103,38710,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.502,NA,0.498,24227000,3.67,0.149,12680,0.43,0.57,95602,39,-121.09,271276,6215,8635,53710,73218,28648,66085,34765,386166,331927,54239,386166,369730,16436,143659,16263,17406,17243,35122,28021,14442,15162,383639,89879,87849,2030,220639,209140,11499,73121,72844,277,386166,315315,6325,2183,29727,1695,13455,17466
0500000US06065,"Riverside County, California",2423266,0.0023360321007521445,2.7115307555897655e-4,3.384411075796881e-5,2.738658494564026e-4,1.0982221509416365e-5,0.001010887179611133,1.8989757868786446e-4,49.065723696862,2017,CA,riverside,riverside_CA,0.094,221660,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.943,NA,0.057,116261000,3.07,0.177,108560,0.69,0.31,91752,33.99,-117.53,1567612,142675,134018,429510,384192,129439,223878,123900,2423266,1234273,1188993,2423266,2165352,257914,718733,105863,124112,106226,162122,120403,53137,46870,2400720,645584,620142,25442,1417511,1255078,162433,337625,333282,4343,2423266,1371769,159227,19874,160820,6449,593615,111512
0500000US06067,"Sacramento County, California",1530615,0.0036659488505722602,6.347708934893935e-4,4.233427959645628e-5,0.0010125097931836862,7.78646832424436e-5,5.922146555808767e-4,5.076784176893848e-4,23.25483547462948,2017,CA,sacramento,sacramento_CA,0.144,215570,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.762,NA,0.238,118955000,3.23,0.193,69800,0.7,0.31,94203,38.58,-121.49,1034406,68758,60809,238898,251697,98238,206569,109437,1530615,1174673,355942,1530615,1385260,145355,543250,76868,91192,90445,122194,88243,38735,35573,1517379,381093,369720,11373,930116,857008,73108,206170,204832,1338,1530615,858852,148713,9918,237209,18242,138743,118938
0500000US06069,"San Benito County, California",60310,0.131963410952438,0.001789791048355948,4.316393158093453e-4,0.00483600991406776,1.842027653453894e-4,0.02055372945853927,0.0060511983063463,59.85906151550323,2017,CA,san benito,san benito_CA,0.056,3280,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,NA,0,2360000,4.22,0.157,2450,0.64,0.36,95023,36.89,-121.24,38901,5477,2133,8633,10139,4100,6112,2307,60310,24209,36101,60310,52993,7317,17195,987,1643,2787,4462,3617,1723,1976,60186,16249,15985,264,36528,33284,3244,7409,7384,25,60310,47999,651,157,1759,67,7476,2201
0500000US06071,"San Bernardino County, California",2157404,0.002841838406690118,3.764379950735493e-4,4.312700760298476e-5,3.374941331788798e-4,1.3741859245189583e-5,7.914438630849345e-4,2.3111718900317208e-4,53.42114875099888,2017,CA,san bernardino,san bernardino_CA,0.101,214580,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.971,NA,0.029,110186000,3.01,0.187,107180,0.69,0.31,91701,34.14,-117.61,1357953,116141,156508,358649,332953,115283,185279,93140,2157404,1004894,1152510,2157404,1933917,223487,626223,87870,114382,108303,152114,95761,38196,29597,2103552,599821,583394,16427,1267190,1127482,139708,236541,233496,3045,2157404,1322703,175209,20073,157083,6396,368369,107571
0500000US06073,"San Diego County, California",3337685,0.0020871674485691666,1.4863097121788974e-4,2.2830051824737678e-5,3.619343724977089e-4,1.2463037767257416e-5,2.0192473038254494e-4,1.611379940651382e-4,33.854902424884315,2017,CA,san diego,san diego_CA,0.11,360530,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.756,NA,0.244,207910000,3.38,0.165,120360,0.64,0.36,91903,32.83,-116.76,2262740,150506,130344,420074,499199,185020,537304,340293,3337685,2207715,1129970,3337685,2988165,349520,1126419,120283,170413,153693,257219,201370,101214,122227,3239196,766202,736515,29687,2026486,1811793,214693,446508,441296,5212,3337685,2325134,165577,25433,403200,13884,224947,179510
0500000US06075,"San Francisco County, California",884363,0.005152385550136411,5.857962165127658e-4,3.935568600734025e-5,0.003918422410046616,4.6528700903414923e-5,9.160873409252457e-4,6.489980215596414e-4,15.231867457141469,2017,CA,san francisco,san francisco_CA,0.133,115190,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.58,NA,0.42,90269000,4.59,0.146,16880,0.52,0.48,94101,37.77,-122.41,702525,51580,30890,81138,98982,33743,246711,159481,884363,749658,134705,884363,768951,115412,360323,44695,39954,28380,53154,60498,41386,92256,880097,126145,124316,1829,620287,591572,28715,133665,132729,936,884363,402967,45815,3078,306459,3639,71647,50758
0500000US06077,"San Joaquin County, California",745424,0.0071984883363689495,9.696990380741264e-4,7.07810830471315e-5,0.002062099684135881,9.243113209510994e-5,0.0013652128601251837,0.0016564717078329837,41.59605808237996,2017,CA,san joaquin,san joaquin_CA,0.128,92520,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.866,NA,0.134,49739000,3.15,0.203,40750,0.71,0.29,95201,37.9,-121.22,470574,48552,40570,141077,109098,42429,61872,26976,745424,435357,310067,745424,663225,82199,226624,34160,41141,35433,50756,34865,16267,14002,735416,213377,207036,6341,431483,390104,41379,90556,89004,1552,745424,399989,53882,3933,114582,5136,75859,92043
0500000US06079,"San Luis Obispo County, California",283405,0.03038917833989896,6.678420385659598e-4,4.2107415630687474e-4,0.0012812756187327167,3.162413829152755e-5,0.0011145641180541521,0.001379634159088255,22.627688290608848,2017,CA,san luis obispo,san luis obispo_CA,0.116,32530,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.637,NA,0.363,19787000,3.56,0.157,7990,0.61,0.39,93401,35.25,-120.62,189011,7211,7845,39047,50095,19505,37376,27932,283405,219277,64128,283405,270566,12839,104544,13348,14990,15107,24556,19505,8312,8726,276654,56576,54310,2266,165742,151563,14179,54336,54076,260,283405,244081,5364,3382,10291,254,8952,11081
0500000US06081,"San Mateo County, California",771410,0.006330630936174441,3.1522162434270684e-4,6.237886072929565e-5,0.0037265487658260823,1.891195308856393e-4,0.0015823090375565057,7.570662862918907e-4,24.494626722495173,2017,CA,san mateo,san mateo_CA,0.083,63170,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.588,NA,0.412,40856000,3.79,0.129,20950,0.49,0.51,94002,37.5,-122.3,555560,33751,20088,82477,94634,37691,159091,127828,771410,582456,188954,771410,657399,114011,264185,19306,24333,21974,49384,46504,33420,69264,767094,167496,164184,3312,479360,452220,27140,120238,119595,643,771410,376719,18758,3712,221757,11254,94159,45051
0500000US06083,"Santa Barbara County, California",448150,0.0171761456650557,3.885212751061117e-4,1.8323187138158286e-4,0.0012402009381446918,1.677965778684604e-5,0.00230931907464071,9.997588982257617e-4,45.64520807765257,2017,CA,santa barbara,santa barbara_CA,0.098,43590,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.894,NA,0.106,24073000,3.24,0.167,16580,0.66,0.34,93013,34.43,-119.52,277137,35008,18261,47103,58163,20942,58633,39027,448150,243591,204559,448150,382691,65459,147466,17304,21309,23237,32354,24234,13392,15636,441604,109801,105888,3913,266604,229659,36945,65199,64846,353,448150,344963,7803,3680,24908,337,46380,20079
0500000US06085,"Santa Clara County, California",1938153,0.00225436228109389,1.3295311306033177e-4,3.084305644268473e-5,0.0018777527490722215,1.6252102501518235e-5,5.762242173572694e-4,2.7116386779805883e-4,25.5924067914143,2017,CA,santa clara,santa clara_CA,0.089,169390,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.61,NA,0.39,106570000,3.69,0.136,58970,0.49,0.51,94022,37.36,-122.14,1344303,86564,68402,198155,209985,86450,362142,332605,1938153,1442133,496020,1938153,1582339,355814,633811,52125,56977,55015,106268,111812,86307,165307,1928741,451945,442843,9102,1225767,1158111,67656,251029,248444,2585,1938153,846837,49943,11586,705366,6105,216455,101861
0500000US06087,"Santa Cruz County, California",275897,0.026390072384783015,3.529991910449174e-4,2.479008088953328e-4,0.0017756371664172327,3.8360909484598396e-5,0.00581417387349271,0.0016262660907871355,33.92062980025155,2017,CA,santa cruz,santa cruz_CA,0.111,30300,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.719,NA,0.281,20090000,3.89,0.174,9440,0.62,0.38,95001,36.97,-121.89,181407,15223,8974,30807,38324,15240,43106,29733,275897,182311,93586,275897,242987,32910,95940,13431,11096,12002,19446,16104,8874,14987,274486,58802,56608,2194,173228,160573,12655,42456,42090,366,275897,200879,2687,1887,13516,292,44257,12379
0500000US06089,"Shasta County, California",179921,0.04828064197958063,8.875072582559258e-4,0.002116981288140571,0.0017422697307913062,5.467761389185482e-5,8.251068175431876e-4,0.001672764289403355,10.109992719026684,2017,CA,shasta,shasta_CA,0.159,28440,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.738,NA,0.262,15022000,3.1,0.225,8730,0.77,0.23,96001,40.6,-122.46,126457,4127,7716,34688,37764,13058,19262,9842,179921,161731,18190,179921,173340,6581,71968,13834,14132,11581,16622,7992,4570,3237,178508,40568,38722,1846,101965,92296,9669,35975,35945,30,179921,156292,2873,6853,5640,177,2671,5415
0500000US06093,"Siskiyou County, California",43853,0.19514991857026578,0.0037179832070596084,0.006359571275851609,0.003000386448214537,0.003509984146524805,0.0034683843344178447,0.012828342058483991,12.55330308074704,2017,CA,siskiyou,siskiyou_CA,0.169,7340,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.798,NA,0.202,4300000,3.43,0.237,2090,0.86,0.15,95568,41.47,-123.46,32254,971,1937,8507,9516,3824,5005,2494,43853,38348,5505,43853,42525,1328,18863,3275,5068,3079,4484,2222,452,283,43752,9182,8925,257,23762,21307,2455,10808,10776,32,43853,37529,715,1223,577,675,667,2467
0500000US06095,"Solano County, California",445458,0.011781921382568266,0.00304269208234381,9.832042421208033e-5,0.003566093376996125,2.1740354179954614e-4,0.0022296713730596013,0.0015127033180799667,26.534039123778225,2017,CA,solano,solano_CA,0.126,54670,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.661,NA,0.339,29959000,3.21,0.173,17090,0.62,0.38,94510,38.11,-122.13,306637,20667,19308,70305,84396,30340,56321,25300,445458,327260,118198,445458,408353,37105,151127,15698,20820,22780,35155,29767,13548,13359,432898,103462,101684,1778,263756,245308,18448,65680,64837,843,445458,233792,60377,1951,70763,4314,44244,30017
0500000US06097,"Sonoma County, California",504217,0.014397754530380683,3.247391997148486e-4,2.113794160934589e-4,8.033519155736518e-4,7.925744760482316e-5,0.0029016485904753376,0.0011145996490212772,26.992346549204015,2017,CA,sonoma,sonoma_CA,0.1,50100,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.683,NA,0.317,32681000,3.82,0.152,15460,0.6,0.4,94922,38.33,-122.97,362732,19771,18820,69985,90386,33848,81840,48082,504217,368117,136100,504217,456404,47813,188829,20325,25702,24157,46743,34346,18091,19465,500585,106765,104265,2500,300421,276705,23716,93399,92986,413,504217,366041,8256,5374,20424,2015,73770,28337
0500000US06099,"Stanislaus County, California",547899,0.014157643754698392,5.805592321863224e-4,1.386106819558921e-4,9.74638628374307e-4,1.2268760914288648e-4,0.0015185881178378401,7.588110368356804e-4,46.31802576752285,2017,CA,stanislaus,stanislaus_CA,0.119,63550,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.93,NA,0.07,34841000,3.21,0.206,30200,0.74,0.26,95230,37.96,-120.87,347151,40214,32081,104415,85375,24381,41739,18946,547899,294123,253776,547899,484976,62923,173573,25097,33974,28306,41857,27988,9589,6762,544767,155212,153318,1894,320102,294397,25705,69453,69177,276,547899,425003,17428,4161,29258,3683,45587,22779
0500000US06101,"Sutter County, California",96648,0.06935460666026491,0.002438753901055577,0.0016015697260663491,0.017245779891178356,9.677934708315374e-4,0.005134444121800943,0.006725308167880219,31.039442099163978,2017,CA,sutter,sutter_CA,0.144,13800,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.878,NA,0.122,6740000,2.86,0.226,5690,0.78,0.22,95645,38.89,-121.8,63863,7375,6066,16257,15835,7584,7453,3293,96648,66649,29999,96648,87099,9549,31945,4327,6253,6240,7711,5119,1247,1048,95104,26505,25319,1186,54415,48962,5453,14184,14184,0,96648,64783,2278,1496,16109,904,4796,6282
0500000US06103,"Tehama County, California",63926,0.1343632698042775,2.520473663189441e-4,0.0033524746782228484,0.002209696813456374,4.135534457077821e-4,0.010588436447204575,0.0052513946419461555,25.241685699089572,2017,CA,tehama,tehama_CA,0.144,9120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.859,NA,0.141,4945000,3.18,0.232,3520,0.81,0.19,96021,39.92,-122.28,43326,3675,3858,13716,11909,3235,4959,1974,63926,47790,16136,63926,60778,3148,23970,6008,6890,3464,4254,1899,922,533,63442,16323,16165,158,34705,31077,3628,12414,12273,141,63926,54908,103,1370,903,169,4327,2146
0500000US06107,"Tulare County, California",464493,0.01635466381586699,3.3556775254316753e-4,2.498218489237117e-4,6.528275959351539e-4,1.983743067520383e-5,0.0030827274570992573,8.334038340440188e-4,64.72562557455119,2017,CA,tulare,tulare_CA,0.132,60660,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,NA,0,31194000,3.01,0.257,36910,0.78,0.22,93201,35.86,-119.46,274008,48844,32195,75344,57699,20828,27540,11558,464493,163847,300646,464493,397971,66522,137576,27335,32736,22946,27216,16168,6352,4823,460812,150589,147816,2773,260551,230193,30358,49672,49076,596,464493,352858,7240,5390,14085,428,66511,17981
