year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,id,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
2017,AL,saint clair,saint clair_AL,0.117,10160,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.142,0.358,5857000,3.38,0.193,3870,0.75,0.25,35004,33.59,-86.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AL,shelby,shelby_AL,0.093,19340,1.3,SNAP,1.85,Other Nutrition Program,0.378,0.128,0.494,11272000,3.42,0.159,8010,0.5,0.5,35007,33.22,-86.82,0500000US01117,144760,2737,7485,28828,31411,11592,40148,22559,213605,201300,12305,213605,206881,6724,78666,8761,10690,11974,19123,16196,5701,6221,211902,53511,52075,1436,126677,116317,10360,31714,31562,152,213605,171245,26651,571,3167,69,6240,5662
2017,AL,sumter,sumter_AL,0.277,3620,1.3,SNAP,1.85,Other Nutrition Program,0.703,0.128,0.169,1816000,2.94,0.284,730,0.74,0.26,35459,32.72,-88.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AL,talladega,talladega_AL,0.172,13930,1.3,SNAP,1.85,Other Nutrition Program,0.561,0.196,0.243,7688000,3.23,0.23,4070,0.77,0.23,35014,33.33,-86.18,0500000US01121,56193,2931,6240,19315,13352,6328,4987,3040,80065,78214,1851,80065,78828,1237,31759,7237,8704,5712,6518,2425,644,519,76760,18105,18007,98,45230,39388,5842,13425,13425,0,80065,50624,26648,250,162,0,1328,1053
2017,AL,tallapoosa,tallapoosa_AL,0.166,6770,1.3,SNAP,1.85,Other Nutrition Program,0.577,0.165,0.258,3621000,3.13,0.243,2110,0.79,0.21,35010,32.92,-85.93,0500000US01123,29296,1286,4063,9151,6652,2812,3392,1940,40681,39704,977,40681,40223,458,15278,3826,2640,3266,2897,1725,442,482,40148,9287,9095,192,22876,19891,2985,7985,7985,0,null,null,null,null,null,null,null,null
2017,AL,tuscaloosa,tuscaloosa_AL,0.164,33580,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.148,0.363,19213000,3.35,0.198,8500,0.67,0.33,35111,33.28,-87.12,0500000US01125,128996,5691,12145,36618,24450,7992,24836,17264,207811,200018,7793,207811,203043,4768,72243,13459,12537,14071,16856,9994,3276,2050,206347,51296,50868,428,128745,115764,12981,26306,26212,94,207811,132278,66928,755,3522,115,1768,2445
2017,AL,walker,walker_AL,0.146,9470,1.3,SNAP,1.85,Other Nutrition Program,0.617,0.117,0.266,4538000,2.81,0.245,3540,0.83,0.17,35038,33.6,-87.14,0500000US01127,44837,2741,5233,16251,11485,3940,3273,1914,64058,62408,1650,64058,63495,563,25231,6328,5443,4290,5501,2480,614,575,63250,14421,14080,341,37123,31126,5997,11706,11660,46,64058,57806,3831,328,353,0,549,1191
2017,AL,washington,washington_AL,0.172,2890,1.3,SNAP,1.85,Other Nutrition Program,0.563,0.171,0.266,1561000,3.16,0.263,1000,0.77,0.24,36513,31.15,-88.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AL,wilcox,wilcox_AL,0.293,3200,1.3,SNAP,1.85,Other Nutrition Program,0.675,0.173,0.152,1662000,3.04,0.306,830,0.8,0.21,36435,31.89,-87.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AL,winston,winston_AL,0.131,3140,1.3,SNAP,1.85,Other Nutrition Program,0.603,0.236,0.161,1588000,2.96,0.24,1210,0.97,0.03,35540,34.19,-87.17,0500000US01133,17499,986,2750,6803,3618,1786,827,729,23722,23533,189,23722,23679,43,8978,2635,2343,1314,1822,563,58,243,23366,5051,4737,314,13609,10825,2784,4706,4706,0,null,null,null,null,null,null,null,null
2017,AK,aleutians east,aleutians east_AK,0.125,420,1.3,SNAP,1.85,Other Nutrition Program,0.644,0.212,0.145,293000,4.09,0.163,70,0.59,0.41,99553,54.13,-165.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,aleutians west,aleutians west_AK,0.123,710,1.3,SNAP,1.85,Other Nutrition Program,0.405,0.277,0.318,738000,6.09,0.131,130,0.44,0.57,99546,51.9,-176.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,anchorage,anchorage_AK,0.121,36130,1.3,SNAP,1.85,Other Nutrition Program,0.374,0.14,0.486,21054000,3.41,0.163,12010,0.51,0.49,99501,61.22,-149.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,bethel,bethel_AK,0.215,3870,1.3,SNAP,1.85,Other Nutrition Program,0.795,0.136,0.07,2482000,3.76,0.295,1890,0.93,0.07,99545,60.78,-161.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,bristol bay,bristol bay_AK,0.122,110,1.3,SNAP,1.85,Other Nutrition Program,0.38,0.168,0.452,66000,3.52,0.171,40,0.48,0.52,99613,58.75,-156.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,denali,denali_AK,0.145,330,1.3,SNAP,1.85,Other Nutrition Program,0.578,0.166,0.256,198000,3.52,0.174,60,0.38,0.63,99729,63.33,-148.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,dillingham,dillingham_AK,0.165,820,1.3,SNAP,1.85,Other Nutrition Program,0.624,0.227,0.149,527000,3.77,0.233,360,0.83,0.17,99555,59.24,-158.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,fairbanks north star,fairbanks north star_AK,0.125,12470,1.3,SNAP,1.85,Other Nutrition Program,0.355,0.188,0.457,7938000,3.73,0.163,3940,0.57,0.43,99701,64.81,-147.72,0500000US02090,61914,1188,3081,14327,19171,5812,10300,8035,99703,91630,8073,99703,97536,2167,35046,2147,5717,6175,8158,7740,2717,2392,92530,25499,22898,2601,57536,49740,7796,9495,9495,0,99703,75282,4541,7512,2964,126,1084,8194
2017,AK,haines,haines_AK,0.133,340,1.3,SNAP,1.85,Other Nutrition Program,0.364,0.265,0.371,204000,3.52,0.212,110,0.48,0.52,99827,59.16,-135.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,hoonah-angoon,hoonah-angoon_AK,0.159,340,1.3,SNAP,1.85,Other Nutrition Program,0.502,0.193,0.305,194000,3.34,0.258,90,0.84,0.16,99820,57.44,-134.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,city and of juneau,city and of juneau_AK,0.103,3350,1.3,SNAP,1.85,Other Nutrition Program,0.356,0.065,0.579,1897000,3.32,0.151,1070,0.42,0.58,99802,58.3,-134.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,kenai peninsula,kenai peninsula_AK,0.136,7880,1.3,SNAP,1.85,Other Nutrition Program,0.488,0.14,0.372,5498000,4.09,0.196,2620,0.66,0.34,99556,59.82,-151.59,0500000US02122,40884,825,2095,11751,10714,5064,7323,3112,58617,56177,2440,58617,58339,278,21901,3339,4171,3441,4769,3454,1368,1359,57470,14102,12919,1183,33517,26803,6714,9851,9851,0,58617,48458,222,4816,1161,109,645,3206
2017,AK,ketchikan gateway,ketchikan gateway_AK,0.13,1790,1.3,SNAP,1.85,Other Nutrition Program,0.406,0.143,0.451,1023000,3.35,0.184,560,0.52,0.48,99901,55.61,-131.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,kodiak island,kodiak island_AK,0.115,1580,1.3,SNAP,1.85,Other Nutrition Program,0.418,0.287,0.295,953000,3.53,0.162,580,0.7,0.3,99550,57.9,-153.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,lake and peninsula,lake and peninsula_AK,0.179,230,1.3,SNAP,1.85,Other Nutrition Program,0.673,0.195,0.132,138000,3.52,0.244,90,0.77,0.23,99548,56.23,-158.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,matanuska-susitna,matanuska-susitna_AK,0.128,12900,1.3,SNAP,1.85,Other Nutrition Program,0.413,0.152,0.435,8412000,3.82,0.185,5100,0.53,0.47,99629,61.58,-149.44,0500000US02170,67973,1948,3834,22888,18811,5627,9971,4894,106532,101309,5223,106532,105216,1316,29443,4146,4476,4419,6418,6043,2278,1663,104928,30363,26975,3388,62490,50589,11901,12075,11930,145,106532,88189,1540,6605,1522,206,328,8142
2017,AK,nome,nome_AK,0.206,2030,1.3,SNAP,1.85,Other Nutrition Program,0.696,0.176,0.128,1420000,4.1,0.277,940,0.84,0.17,99659,63.47,-162.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,north slope,north slope_AK,0.142,1390,1.3,SNAP,1.85,Other Nutrition Program,0.455,0.155,0.39,894000,3.77,0.194,480,0.66,0.34,99721,68.15,-151.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,northwest arctic,northwest arctic_AK,0.229,1770,1.3,SNAP,1.85,Other Nutrition Program,0.68,0.174,0.146,1117000,3.7,0.319,860,0.82,0.18,99727,65.97,-161.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,petersburg,petersburg_AK,0.126,410,1.3,SNAP,1.85,Other Nutrition Program,0.355,0.202,0.443,247000,3.54,0.187,140,0.62,0.38,99830,56.79,-134.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,prince of wales-hyder,prince of wales-hyder_AK,0.165,1070,1.3,SNAP,1.85,Other Nutrition Program,0.586,0.11,0.303,609000,3.34,0.247,380,0.68,0.33,99903,55.68,-132.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,sitka,sitka_AK,0.12,1060,1.3,SNAP,1.85,Other Nutrition Program,0.406,0.099,0.495,633000,3.5,0.159,310,0.5,0.5,99835,56.73,-135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,skagway,skagway_AK,0.144,150,1.3,SNAP,1.85,Other Nutrition Program,0.314,0.172,0.514,88000,3.44,0.188,30,0.26,0.74,99840,59.57,-135.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,southeast fairbanks,southeast fairbanks_AK,0.154,1060,1.3,SNAP,1.85,Other Nutrition Program,0.465,0.241,0.294,638000,3.53,0.221,410,0.78,0.22,99731,64.04,-145.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,valdez-cordova,valdez-cordova_AK,0.115,1090,1.3,SNAP,1.85,Other Nutrition Program,0.347,0.172,0.481,654000,3.52,0.165,370,0.46,0.54,99566,61.45,-143.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,wrangell,wrangell_AK,0.14,350,1.3,SNAP,1.85,Other Nutrition Program,0.492,0.262,0.246,213000,3.57,0.2,100,0.76,0.24,99929,55.95,-131.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,yakutat,yakutat_AK,0.136,90,1.3,SNAP,1.85,Other Nutrition Program,0.493,0.372,0.135,56000,3.64,0.193,30,0.86,0.14,99689,59.51,-139.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AK,yukon-koyukuk,yukon-koyukuk_AK,0.232,1270,1.3,SNAP,1.85,Other Nutrition Program,0.676,0.141,0.183,772000,3.56,0.333,510,0.8,0.2,99558,62.63,-160.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AZ,apache,apache_AZ,0.242,17330,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.838,NA,0.162,9109000,3.08,0.342,6950,0.94,0.06,85920,33.83,-109.19,0500000US04001,44572,4187,5049,12861,13250,3826,3689,1710,71606,67126,4480,71606,71148,458,20550,7301,4474,3074,3765,1580,296,60,70927,21016,15524,5492,39212,27495,11717,10699,10402,297,71606,15987,262,54232,66,53,513,493
2017,AZ,cochise,cochise_AZ,0.139,17580,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.69,NA,0.31,8677000,2.89,0.225,6300,0.73,0.27,85602,32.19,-110.38,0500000US04003,86811,4019,6194,18420,27605,9124,12159,9290,124756,80359,44397,124756,118767,5989,48939,8532,9871,9199,12798,5668,1288,1583,116440,27909,26641,1268,61972,54122,7850,26559,26557,2,124756,107676,5042,1981,2258,473,3191,4135
2017,AZ,coconino,coconino_AZ,0.18,24950,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.64,NA,0.36,13770000,3.23,0.233,6960,0.71,0.29,85931,34.42,-110.91,0500000US04005,83432,2725,4614,19308,19749,5927,18089,13020,140776,120873,19903,140776,138104,2672,47977,9321,9362,7338,12144,4894,2027,2891,139899,35582,32766,2816,87797,76438,11359,16520,16399,121,140776,92468,1731,36364,3259,633,1235,5086
2017,AZ,gila,gila_AZ,0.168,8950,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.763,NA,0.237,4725000,3.09,0.271,2940,0.82,0.19,85135,33,-110.78,0500000US04007,39323,891,4514,10984,13256,2366,4228,3084,53501,43480,10021,53501,52207,1294,22052,6472,5454,3871,3560,1323,952,420,52760,11065,10029,1036,27108,23539,3569,14587,14515,72,53501,40540,320,8845,497,0,1071,2228
2017,AZ,graham,graham_AZ,0.147,5540,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.67,NA,0.33,2781000,2.94,0.238,2460,0.74,0.26,85530,33.07,-110.25,0500000US04009,23065,739,2327,5936,8619,1776,2682,986,37466,25184,12282,37466,37121,345,10414,2492,1759,2520,2077,1069,497,0,34045,10747,10582,165,18346,16655,1691,4952,4917,35,37466,29869,499,5280,227,101,420,1070
2017,AZ,greenlee,greenlee_AZ,0.116,1090,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.727,NA,0.273,552000,2.97,0.195,520,0.62,0.38,85533,33.27,-109.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AZ,la paz,la paz_AZ,0.149,3050,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.857,NA,0.143,1586000,3.05,0.259,880,0.85,0.15,85325,33.93,-113.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AZ,maricopa,maricopa_AZ,0.137,571060,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.66,NA,0.34,300180000,3.08,0.204,210760,0.65,0.35,85001,33.45,-112.06,0500000US04013,2864476,163215,192189,654144,682412,248706,589939,333871,4307033,2967459,1339574,4307033,3933417,373616,1536579,196618,278253,259295,364992,238741,94662,104018,4274932,1101082,1012544,88538,2541052,2189566,351486,632798,626625,6173,4307033,3342292,235421,87049,179761,10317,291906,160287
2017,AZ,mohave,mohave_AZ,0.168,34330,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.724,NA,0.276,17898000,3.06,0.247,9210,0.8,0.2,85360,34.79,-113.37,0500000US04015,158780,6678,15146,56695,45217,13592,12739,8713,207200,173137,34063,207200,201457,5743,87565,18090,22111,18346,16823,7336,2773,2086,204245,38391,34142,4249,104676,87968,16708,61178,60825,353,207200,186157,2473,4806,2525,141,6030,5068
2017,AZ,navajo,navajo_AZ,0.209,22590,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.785,NA,0.215,11322000,2.94,0.299,8910,0.83,0.17,85901,34.23,-110.07,0500000US04017,70045,4266,7322,20102,21188,4504,7514,5149,108956,96673,12283,108956,106689,2267,36094,9692,7778,6314,6683,3439,1685,503,106301,31144,28082,3062,56974,45889,11085,18183,17942,241,108956,51477,1291,46635,638,1811,4424,2680
2017,AZ,pima,pima_AZ,0.136,137450,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.719,NA,0.281,70894000,3.02,0.212,46370,0.7,0.3,85321,32.15,-112.62,0500000US04019,684433,25216,46806,147813,171442,63475,133750,95931,1022769,641479,381290,1022769,963022,59747,403574,75009,84739,68938,88888,51433,16671,17896,999171,232858,219306,13552,572363,504003,68360,193950,193188,762,1022769,779589,35898,42875,29936,1639,80937,51895
2017,AZ,pinal,pinal_AZ,0.133,54010,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.669,NA,0.331,26943000,2.92,0.213,20590,0.72,0.28,85117,33.42,-111.54,0500000US04021,297571,15519,30359,93695,77481,22464,37732,20321,430237,300755,129482,430237,404515,25722,139097,24362,27139,27215,35299,16205,5589,3288,406159,104847,100061,4786,216196,189243,26953,85116,84314,802,430237,351332,17748,19642,7007,1160,12515,20833
2017,AZ,santa cruz,santa cruz_AZ,0.096,4440,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",1,NA,0,1922000,2.54,0.241,3120,0.81,0.19,85611,31.57,-110.54,0500000US04023,30388,3661,4013,8451,6728,1613,3975,1947,46212,7665,38547,46212,39548,6664,15591,4038,4043,3539,1923,1443,261,344,45872,13208,12910,298,24383,20587,3796,8281,8188,93,null,null,null,null,null,null,null,null
2017,AZ,yavapai,yavapai_AZ,0.149,32870,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.638,NA,0.362,17872000,3.19,0.213,8090,0.68,0.32,85324,34.13,-112.13,0500000US04025,175929,5481,10765,45563,54302,18182,23564,18072,228168,194996,33172,228168,221697,6471,98369,16239,21794,19879,22474,12281,3079,2623,226407,39879,36783,3096,116777,98336,18441,69751,69751,0,228168,211172,1314,2698,2814,0,4182,5988
2017,AZ,yuma,yuma_AZ,0.161,32820,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.822,NA,0.178,15144000,2.7,0.307,16260,0.78,0.22,85333,32.94,-113.34,0500000US04027,131272,16895,19472,34893,31446,10798,10723,7045,207534,74829,132705,207534,175338,32196,74620,15803,16101,14017,16951,8376,2210,1162,201113,55270,51290,3980,108529,90803,17726,37314,36724,590,207534,168078,4767,3939,2718,125,22100,5807
2017,AR,arkansas,arkansas_AR,0.194,3550,1.3,SNAP,1.85,Other Nutrition Program,0.584,0.183,0.233,1850000,3.05,0.238,1000,0.74,0.26,72003,34.4,-91.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AR,ashley,ashley_AR,0.194,4030,1.3,SNAP,1.85,Other Nutrition Program,0.595,0.196,0.209,2055000,2.99,0.263,1270,0.8,0.2,71635,33.12,-91.96,0500000US05003,13916,243,2090,6948,1712,782,1507,634,20283,19145,1138,20283,19737,546,7511,1935,2118,1269,992,814,162,221,20151,5230,5179,51,10049,7924,2125,4872,4872,0,null,null,null,null,null,null,null,null
2017,AR,baxter,baxter_AR,0.139,5720,1.3,SNAP,1.85,Other Nutrition Program,0.459,0.231,0.31,3022000,3.1,0.223,1610,0.78,0.22,72531,36.31,-92.09,0500000US05005,31510,1140,2355,12456,6610,2531,4068,2350,41355,40380,975,41355,41135,220,17979,3399,4726,4377,2493,1631,973,380,41024,7438,7351,87,20796,18815,1981,12790,12790,0,41355,39747,91,19,91,0,740,667
2017,AR,benton,benton_AR,0.111,27900,1.3,SNAP,1.85,Other Nutrition Program,0.443,0.18,0.377,14113000,2.96,0.189,12830,0.62,0.38,72711,36.39,-94.07,0500000US05007,174196,8502,10316,50892,35033,10304,40418,18731,266300,221862,44438,266300,242859,23441,97134,10363,16178,18111,24952,12715,8595,6220,264760,72785,69056,3729,157992,137318,20674,33983,33963,20,266300,233638,5199,4850,10703,1486,4080,6344
2017,AR,boone,boone_AR,0.146,5420,1.3,SNAP,1.85,Other Nutrition Program,0.553,0.221,0.226,2391000,2.59,0.234,1980,0.84,0.16,72601,36.24,-93.11,0500000US05009,25649,1421,2465,7560,7271,1718,3515,1699,37381,36458,923,37381,37268,113,15040,3350,3586,3554,2913,1295,172,170,36913,9588,9228,360,20156,18237,1919,7169,7169,0,37381,35861,0,599,538,0,12,371
